Visit Date,temp,humidity,precip,windspeed,uvindex,number
2018-08-19,83.4,84.9,0.049,17.9,6,0.0
2018-08-20,86.1,79.7,0.004,13.4,8,0.0
2018-08-21,85.0,84.3,0.044,11.2,8,2.0
2018-08-22,85.3,78.4,0.0,11.2,8,1.0
2018-08-23,84.3,69.8,0.0,13.4,9,2.0
2018-08-24,81.5,66.2,0.004,8.9,5,2.0
2018-08-25,81.9,89.4,0.63,8.9,6,1.0
2018-08-26,83.0,87.3,1.01,11.2,7,3.0
2018-08-27,84.0,82.1,0.061,13.4,7,3.0
2018-08-28,84.2,75.9,0.221,17.9,8,3.0
2018-08-29,84.7,75.0,0.008,22.4,7,0.0
2018-08-30,85.1,72.5,0.0,20.1,7,0.0
2018-08-31,86.2,68.8,0.098,13.4,8,0.0
2018-09-01,84.9,75.4,0.006,8.9,7,2.0
2018-09-02,84.4,82.7,0.296,13.3,7,1.0
2018-09-03,84.7,84.0,0.37,13.4,7,5.0
2018-09-04,85.0,69.8,0.01,15.5,7,1.0
2018-09-05,82.1,65.7,0.0,6.7,9,0.0
2018-09-06,83.7,77.7,0.266,13.3,7,0.0
2018-09-07,76.5,84.4,0.123,11.2,4,0.0
2018-09-08,70.9,91.4,0.438,8.9,1,2.0
2018-09-09,75.2,72.5,0.012,11.2,7,0.0
2018-09-10,75.0,72.8,0.0,11.2,6,2.0
2018-09-11,72.9,85.6,0.457,11.1,2,2.0
2018-09-12,74.1,89.6,0.32,8.9,5,1.0
2018-09-13,79.5,80.4,0.036,6.6,6,0.0
2018-09-14,81.7,79.8,0.017,8.9,7,2.0
2018-09-15,81.7,79.8,0.036,11.2,6,0.0
2018-09-16,82.6,85.2,0.09,15.7,6,2.0
2018-09-17,77.2,95.8,1.226,11.2,4,1.0
2018-09-18,81.9,81.2,0.049,8.9,7,0.0
2018-09-19,84.9,79.6,0.001,13.3,8,1.0
2018-09-20,82.7,84.4,0.575,6.7,7,1.0
2018-09-21,77.5,88.8,0.115,11.2,3,1.0
2018-09-22,76.0,89.4,0.039,6.7,1,0.0
2018-09-23,77.1,85.9,0.003,8.9,2,1.0
2018-09-24,77.1,67.6,0.079,13.4,7,1.0
2018-09-25,73.7,61.2,0.0,13.4,6,0.0
2018-09-26,73.9,64.4,0.012,13.4,7,0.0
2018-09-27,73.7,72.7,0.128,15.5,8,1.0
2018-09-28,73.0,72.6,0.004,11.2,6,0.0
2018-09-29,75.0,66.1,0.004,17.9,6,0.0
2018-09-30,74.0,60.1,0.0,15.7,8,0.0
2018-10-01,71.0,56.2,0.0,15.7,8,1.0
2018-10-02,68.5,60.5,0.0,8.9,8,0.0
2018-10-03,68.6,64.7,0.0,11.1,7,0.0
2018-10-04,71.0,60.7,0.012,15.7,7,2.0
2018-10-05,68.6,79.0,1.248,24.6,2,0.0
2018-10-06,69.9,55.9,0.0,15.5,8,3.0
2018-10-07,68.9,71.7,0.0,8.9,6,0.0
2018-10-08,69.2,75.2,0.0,8.9,7,1.0
2018-10-09,69.6,77.0,0.051,6.7,6,0.0
2018-10-10,63.4,83.2,0.257,15.5,1,0.0
2018-10-11,62.2,62.8,0.057,11.2,6,0.0
2018-10-12,61.9,68.4,0.004,8.9,5,0.0
2018-10-13,64.2,70.8,0.012,8.9,6,1.0
2018-10-14,64.3,82.5,0.043,6.7,2,0.0
2018-10-15,63.4,85.9,0.063,6.7,1,0.0
2018-10-16,61.3,93.7,0.303,8.9,4,0.0
2018-10-17,63.2,76.1,0.031,8.9,5,0.0
2018-10-18,62.1,75.3,0.052,11.1,6,2.0
2018-10-19,61.0,66.4,0.0,8.9,7,4.0
2018-10-20,61.4,78.5,0.006,4.5,2,0.0
2018-10-21,61.9,89.9,0.092,4.5,2,0.0
2018-10-22,64.5,94.6,0.087,11.2,2,1.0
2018-10-23,66.0,78.4,0.007,11.2,5,2.0
2018-10-24,64.3,80.8,0.002,8.8,5,1.0
2018-10-25,66.6,78.2,0.063,13.4,6,1.0
2018-10-26,67.6,71.8,0.078,15.7,5,3.0
2018-10-27,60.5,50.7,0.0,8.9,8,1.0
2018-10-28,59.9,55.6,0.0,11.2,8,1.0
2018-10-29,63.4,56.4,0.0,11.2,7,1.0
2018-10-30,63.6,66.5,0.0,6.7,7,0.0
2018-10-31,62.4,72.8,0.008,8.9,5,1.0
2018-11-01,59.2,67.1,0.0,8.9,4,0.0
2018-11-02,61.2,70.8,0.012,6.7,4,1.0
2018-11-03,63.9,89.4,0.043,4.5,2,1.0
2018-11-04,66.2,82.9,0.002,8.9,6,1.0
2018-11-05,68.9,80.9,0.094,13.4,4,0.0
2018-11-06,66.8,89.1,0.133,11.2,5,1.0
2018-11-07,64.6,86.4,0.015,11.1,4,0.0
2018-11-08,57.4,87.0,0.024,15.7,1,0.0
2018-11-09,54.9,75.3,0.0,6.7,7,0.0
2018-11-10,58.0,78.7,0.028,11.2,6,0.0
2018-11-11,64.3,78.1,0.014,11.2,5,0.0
2018-11-12,58.9,89.4,0.336,11.2,1,0.0
2018-11-13,59.5,70.9,0.008,8.9,5,2.0
2018-11-14,57.6,77.0,0.0,6.7,4,1.0
2018-11-15,60.4,84.1,0.052,4.5,3,1.0
2018-11-16,58.6,87.3,0.077,15.5,3,0.0
2018-11-17,57.9,86.0,0.06,8.9,2,0.0
2018-11-18,56.2,96.1,0.404,11.1,1,0.0
2018-11-19,52.4,84.2,0.2,11.2,6,0.0
2018-11-20,54.9,84.3,0.01,6.7,4,2.0
2018-11-21,58.5,91.1,0.906,15.5,2,2.0
2018-11-22,54.4,69.5,0.049,15.7,4,0.0
2018-11-23,52.8,72.6,0.0,11.2,6,0.0
2018-11-24,56.2,72.9,0.0,6.7,6,0.0
2018-11-25,56.0,88.9,0.178,6.7,4,0.0
2018-11-26,59.3,90.6,0.132,13.3,4,0.0
2018-11-27,56.9,86.9,0.001,8.9,5,1.0
2018-11-28,53.4,89.0,0.0,6.7,5,0.0
2018-11-29,55.5,76.3,0.0,4.5,6,0.0
2018-11-30,57.9,77.3,0.0,13.4,5,0.0
2018-12-01,60.1,83.5,0.0,8.9,6,0.0
2018-12-02,63.9,91.4,0.266,11.2,4,0.0
2018-12-03,65.0,95.1,0.036,6.7,5,0.0
2018-12-04,60.1,92.9,0.214,13.4,2,2.0
2018-12-05,55.0,91.1,0.421,8.9,2,0.0
2018-12-06,53.5,90.9,0.355,13.4,1,1.0
2018-12-07,42.3,89.9,0.615,13.4,1,2.0
2018-12-08,36.2,89.6,0.71,13.4,1,0.0
2018-12-09,36.8,92.4,0.552,11.2,1,0.0
2018-12-10,42.6,98.0,0.76,4.5,0,1.0
2018-12-11,46.6,91.5,0.857,15.5,1,0.0
2018-12-12,41.2,76.2,0.007,17.9,5,0.0
2018-12-13,41.0,71.0,0.0,8.9,4,0.0
2018-12-14,42.6,71.8,0.001,6.7,3,0.0
2018-12-15,47.0,87.4,0.037,4.5,1,1.0
2018-12-16,45.5,81.4,0.376,13.4,4,1.0
2018-12-17,44.5,73.6,0.007,8.9,6,1.0
2018-12-18,47.2,69.9,0.0,6.7,6,3.0
2018-12-19,52.6,66.2,0.0,6.7,3,0.0
2018-12-20,52.6,91.1,0.425,6.7,1,1.0
2018-12-21,55.8,90.3,0.0,4.5,2,0.0
2018-12-22,56.9,94.5,0.097,8.9,2,0.0
2018-12-23,52.1,80.0,0.155,11.2,2,1.0
2018-12-24,49.5,74.3,0.034,8.9,4,0.0
2018-12-25,51.4,86.8,0.079,6.7,1,1.0
2018-12-26,51.4,97.4,0.189,13.3,1,0.0
2018-12-27,45.9,79.8,0.232,15.7,2,1.0
2018-12-28,38.3,63.6,0.008,13.4,4,0.0
2018-12-29,35.1,60.8,0.0,17.7,4,0.0
2018-12-30,35.5,71.1,0.017,11.1,2,0.0
2018-12-31,36.6,87.3,0.251,11.2,3,0.0
2019-01-01,39.4,75.9,0.0,9.2,2,0.0
2019-01-02,38.2,88.2,0.127,8.9,2,0.0
2019-01-03,43.4,89.5,0.036,4.5,2,0.0
2019-01-04,49.1,94.0,0.536,11.3,1,1.0
2019-01-05,45.8,90.8,0.216,11.2,1,1.0
2019-01-06,44.7,86.7,0.116,11.1,1,0.0
2019-01-07,45.7,94.0,0.085,6.7,1,0.0
2019-01-08,44.6,90.6,0.047,8.9,1,1.0
2019-01-09,42.0,93.8,0.14,7.1,1,1.0
2019-01-10,45.1,97.2,0.261,7.0,1,0.0
2019-01-11,47.2,96.9,0.964,6.7,1,2.0
2019-01-12,45.3,82.3,0.023,11.2,3,0.0
2019-01-13,43.8,67.5,0.0,8.9,4,1.0
2019-01-14,43.5,89.9,0.017,4.5,4,0.0
2019-01-15,45.1,95.1,0.272,11.2,1,0.0
2019-01-16,40.6,75.0,0.067,8.9,2,0.0
2019-01-17,40.3,74.3,0.015,11.2,7,0.0
2019-01-18,42.4,73.8,0.0,13.4,7,1.0
2019-01-19,48.2,76.6,0.0,11.2,6,0.0
2019-01-20,45.9,67.7,0.025,15.7,6,0.0
2019-01-21,40.6,59.0,0.0,8.9,5,1.0
2019-01-22,42.1,63.6,0.0,11.2,7,1.0
2019-01-23,43.1,64.3,0.0,6.7,7,0.0
2019-01-24,43.3,65.2,0.0,4.5,7,0.0
2019-01-25,44.2,71.6,0.0,11.2,6,0.0
2019-01-26,40.3,60.2,0.0,13.4,3,0.0
2019-01-27,41.1,70.6,0.0,11.1,7,1.0
2019-01-28,45.5,72.7,0.0,8.9,5,2.0
2019-01-29,48.8,72.4,0.0,6.7,3,0.0
2019-01-30,52.6,84.0,0.0,8.8,6,0.0
2019-01-31,46.0,83.2,0.039,22.4,2,0.0
2019-02-01,40.9,68.7,0.0,11.2,6,0.0
2019-02-02,52.4,75.6,0.0,17.9,6,0.0
2019-02-03,56.1,76.2,0.052,15.7,6,0.0
2019-02-04,47.6,71.0,0.013,11.2,3,0.0
2019-02-05,49.5,85.8,0.211,6.7,2,0.0
2019-02-06,55.0,86.7,0.049,13.4,7,1.0
2019-02-07,49.9,86.7,0.235,15.7,1,1.0
2019-02-08,39.5,89.4,0.039,11.2,1,1.0
2019-02-09,39.4,92.0,0.412,11.2,2,1.0
2019-02-10,38.4,96.6,0.234,8.9,1,0.0
2019-02-11,37.3,83.2,0.077,8.9,3,1.0
2019-02-12,41.2,96.6,0.033,6.7,1,0.0
2019-02-13,45.0,98.3,0.183,8.9,1,0.0
2019-02-14,45.0,99.1,0.221,8.9,1,0.0
2019-02-15,45.4,97.8,0.52,8.9,0,0.0
2019-02-16,39.0,94.7,0.766,8.9,1,0.0
2019-02-17,39.1,86.6,0.251,6.7,2,0.0
2019-02-18,42.7,98.9,0.385,6.7,1,0.0
2019-02-19,46.2,88.4,0.16,11.2,5,1.0
2019-02-20,43.8,97.0,0.622,8.9,1,2.0
2019-02-21,44.2,98.1,0.789,6.7,1,0.0
2019-02-22,42.7,91.2,0.232,11.2,2,1.0
2019-02-23,43.8,73.9,0.004,11.2,7,1.0
2019-02-24,45.5,72.1,0.031,6.7,7,1.0
2019-02-25,46.3,77.3,0.016,4.5,2,1.0
2019-02-26,47.3,82.2,0.138,13.4,6,0.0
2019-02-27,47.5,96.2,0.689,6.7,2,0.0
2019-02-28,47.2,85.7,0.0,6.7,4,0.0
2019-03-01,45.3,94.7,0.243,4.5,2,0.0
2019-03-02,47.0,97.5,0.779,6.7,1,0.0
2019-03-03,46.8,89.5,0.049,11.2,3,0.0
2019-03-04,50.3,65.5,0.004,13.4,8,0.0
2019-03-05,49.2,89.7,0.674,13.4,2,1.0
2019-03-06,52.7,83.4,0.047,11.2,2,0.0
2019-03-07,48.5,66.5,0.0,11.2,6,1.0
2019-03-08,46.4,74.3,0.001,13.3,7,2.0
2019-03-09,49.1,94.8,0.482,11.1,5,0.0
2019-03-10,54.0,73.1,0.034,15.7,4,0.0
2019-03-11,54.2,68.2,0.002,15.7,8,0.0
2019-03-12,56.7,55.1,0.0,17.9,9,0.0
2019-03-13,52.0,70.2,0.0,15.7,9,0.0
2019-03-14,47.9,91.6,0.795,13.4,2,0.0
2019-03-15,55.0,68.1,0.04,13.4,9,0.0
2019-03-16,57.3,58.1,0.0,11.2,8,0.0
2019-03-17,59.4,62.5,0.0,11.2,9,2.0
2019-03-18,54.1,88.1,0.183,8.9,1,1.0
2019-03-19,58.7,73.3,0.0,15.6,8,1.0
2019-03-20,67.3,73.8,0.012,26.5,8,0.0
2019-03-21,59.5,89.1,0.629,13.3,3,0.0
2019-03-22,48.4,78.1,0.226,11.2,3,0.0
2019-03-23,49.8,59.5,0.037,11.1,9,2.0
2019-03-24,50.2,67.1,0.043,15.7,9,0.0
2019-03-25,51.7,86.7,0.142,6.7,7,0.0
2019-03-26,57.3,71.0,0.0,11.2,9,1.0
2019-03-27,60.9,82.7,0.388,13.3,5,1.0
2019-03-28,59.8,89.1,0.392,8.9,5,0.0
2019-03-29,58.0,91.7,0.028,8.9,5,0.0
2019-03-30,59.1,79.0,0.0,13.4,9,0.0
2019-03-31,51.2,54.7,0.0,8.9,3,0.0
2019-04-01,51.9,59.5,0.0,11.1,10,0.0
2019-04-02,55.2,67.3,0.03,11.2,9,0.0
2019-04-03,54.9,87.7,0.4,4.7,1,0.0
2019-04-04,53.4,92.7,0.212,11.2,1,0.0
2019-04-05,62.1,69.5,0.049,11.2,9,1.0
2019-04-06,65.2,71.2,0.004,8.9,8,0.0
2019-04-07,71.5,58.1,0.0,8.9,9,0.0
2019-04-08,73.2,63.5,0.0,20.1,9,1.0
2019-04-09,74.1,76.7,0.34,17.9,9,1.0
2019-04-10,54.1,75.7,0.001,15.7,5,1.0
2019-04-11,52.0,84.1,0.154,6.7,1,0.0
2019-04-12,54.7,69.8,0.0,11.2,9,0.0
2019-04-13,61.4,68.1,0.007,13.4,7,0.0
2019-04-14,63.2,73.0,0.015,13.4,4,1.0
2019-04-15,59.1,60.0,0.0,11.2,10,0.0
2019-04-16,58.6,67.3,0.051,11.2,2,0.0
2019-04-17,63.8,72.6,0.0,11.1,9,1.0
2019-04-18,71.1,65.9,0.0,13.4,9,1.0
2019-04-19,73.4,76.0,0.0,15.7,7,1.0
2019-04-20,69.2,90.9,0.094,11.2,5,2.0
2019-04-21,72.2,87.6,0.692,13.4,4,1.0
2019-04-22,73.6,87.2,0.051,8.8,6,2.0
2019-04-23,75.5,84.5,0.03,11.2,7,1.0
2019-04-24,74.9,83.2,0.018,6.7,4,0.0
2019-04-25,69.9,88.9,0.056,8.9,2,0.0
2019-04-26,61.0,85.0,0.016,11.2,4,0.0
2019-04-27,60.7,60.4,0.0,15.7,9,0.0
2019-04-28,62.8,88.2,0.295,11.2,5,0.0
2019-04-29,67.4,86.1,0.233,13.3,7,0.0
2019-04-30,60.6,94.1,0.962,6.8,1,0.0
2019-05-01,65.9,70.4,0.024,13.4,7,1.0
2019-05-02,63.9,58.9,0.0,8.9,9,0.0
2019-05-03,65.2,48.9,0.0,13.4,10,0.0
2019-05-04,66.6,45.5,0.0,15.7,10,0.0
2019-05-05,66.8,61.0,0.0,11.2,10,2.0
2019-05-06,63.9,66.0,0.0,13.4,9,1.0
2019-05-07,62.1,45.3,0.0,13.4,10,1.0
2019-05-08,63.6,59.2,0.0,11.2,4,0.0
2019-05-09,67.8,61.2,0.0,11.2,10,2.0
2019-05-10,69.9,67.3,0.016,11.2,7,0.0
2019-05-11,71.6,63.9,0.0,13.4,10,0.0
2019-05-12,71.9,63.8,0.0,13.4,10,0.0
2019-05-13,65.5,84.9,0.971,11.1,1,0.0
2019-05-14,65.5,87.1,0.021,8.9,5,0.0
2019-05-15,65.7,94.9,0.81,9.0,5,1.0
2019-05-16,71.9,85.7,0.084,9.2,4,0.0
2019-05-17,74.1,88.1,0.224,6.7,7,1.0
2019-05-18,75.9,79.9,0.012,9.0,7,0.0
2019-05-19,72.6,87.0,0.209,8.9,5,4.0
2019-05-20,69.8,65.3,0.083,15.7,9,3.0
2019-05-21,69.3,50.7,0.0,6.9,10,1.0
2019-05-22,75.0,50.2,0.0,11.2,10,2.0
2019-05-23,77.0,56.2,0.0,11.2,10,0.0
2019-05-24,76.5,52.5,0.0,20.1,10,1.0
2019-05-25,77.7,66.8,0.0,22.4,7,1.0
2019-05-26,75.5,82.8,0.393,15.7,4,2.0
2019-05-27,76.7,80.6,0.515,17.9,4,0.0
2019-05-28,69.0,57.7,0.0,11.1,8,0.0
2019-05-29,67.6,54.0,0.004,8.9,7,0.0
2019-05-30,72.2,59.8,0.002,14.7,9,0.0
2019-05-31,69.6,84.0,0.17,8.9,4,0.0
2019-06-01,69.2,82.9,0.059,6.7,4,0.0
2019-06-02,69.8,88.5,0.261,6.8,6,0.0
2019-06-03,74.4,84.1,0.008,11.2,8,0.0
2019-06-04,80.0,75.7,0.012,11.1,8,0.0
2019-06-05,80.9,76.5,0.0,13.4,10,2.0
2019-06-06,84.8,69.1,0.007,20.1,5,2.0
2019-06-07,73.6,78.5,0.246,13.4,4,3.0
2019-06-08,74.1,85.2,0.019,13.4,7,1.0
2019-06-09,76.5,84.9,0.009,11.2,4,2.0
2019-06-10,80.0,77.8,0.004,8.9,9,1.0
2019-06-11,76.5,72.2,0.008,11.2,9,2.0
2019-06-12,70.5,78.7,0.008,13.3,7,0.0
2019-06-13,68.2,87.4,0.61,11.1,4,1.0
2019-06-14,69.3,83.0,0.18,11.2,5,0.0
2019-06-15,76.2,69.2,0.0,8.9,10,0.0
2019-06-16,79.3,65.8,0.0,13.4,8,1.0
2019-06-17,75.9,76.3,0.104,11.2,5,1.0
2019-06-18,75.7,96.1,1.356,11.2,2,0.0
2019-06-19,74.1,93.0,0.808,11.2,4,2.0
2019-06-20,73.2,96.1,0.452,8.9,2,0.0
2019-06-21,74.0,97.3,1.841,6.7,1,2.0
2019-06-22,74.2,87.5,0.028,8.9,5,0.0
2019-06-23,74.7,76.3,0.02,8.9,7,2.0
2019-06-24,74.1,76.9,0.0,13.4,9,2.0
2019-06-25,71.7,91.6,0.541,11.2,3,2.0
2019-06-26,72.9,94.1,0.948,6.9,4,14.0
2019-06-27,79.4,81.9,0.017,8.9,7,3.0
2019-06-28,85.6,77.0,0.047,11.2,8,0.0
2019-06-29,88.3,76.2,0.025,11.2,6,0.0
2019-06-30,80.9,89.2,0.134,11.2,3,0.0
2019-07-01,78.6,87.0,0.007,8.9,2,2.0
2019-07-02,77.2,87.5,0.014,6.7,4,1.0
2019-07-03,76.1,93.5,0.737,8.9,5,0.0
2019-07-04,75.6,91.2,0.482,8.9,2,2.0
2019-07-05,75.5,89.5,0.306,4.5,5,3.0
2019-07-06,79.7,85.5,0.113,13.4,6,1.0
2019-07-07,81.3,83.1,0.002,11.2,8,1.0
2019-07-08,77.9,80.4,0.207,11.2,3,2.0
2019-07-09,73.0,96.8,1.258,6.7,1,0.0
2019-07-10,74.6,90.5,0.308,11.1,3,0.0
2019-07-11,78.2,84.6,0.095,11.1,6,1.0
2019-07-12,80.5,85.5,0.359,11.2,6,0.0
2019-07-13,75.1,96.6,2.072,11.2,3,0.0
2019-07-14,74.8,92.1,0.508,6.7,5,1.0
2019-07-15,77.6,88.5,0.212,8.9,4,1.0
2019-07-16,80.0,89.3,0.198,6.7,6,1.0
2019-07-17,84.1,81.3,0.004,15.5,7,1.0
2019-07-18,84.3,82.2,0.005,11.2,8,2.0
2019-07-19,81.5,90.6,0.058,17.9,6,1.0
2019-07-20,84.3,82.6,0.072,11.2,7,2.0
2019-07-21,83.1,89.3,0.603,8.9,7,1.0
2019-07-22,87.2,79.4,0.008,15.5,8,2.0
2019-07-23,88.2,73.1,0.004,13.4,8,0.0
2019-07-24,88.1,71.9,0.071,11.2,9,0.0
2019-07-25,89.1,73.2,0.071,11.1,8,0.0
2019-07-26,91.4,69.5,0.0,11.2,8,0.0
2019-07-27,88.3,76.0,0.769,24.5,8,6.0
2019-07-28,89.0,70.4,0.0,17.9,9,0.0
2019-07-29,89.1,70.5,0.0,15.7,9,1.0
2019-07-30,89.9,66.4,0.0,15.7,9,0.0
2019-07-31,88.5,66.3,0.0,15.7,8,1.0
2019-08-01,88.5,69.5,0.036,17.9,8,1.0
2019-08-02,86.1,73.2,0.005,20.0,8,0.0
2019-08-03,82.8,81.5,0.499,9.0,6,2.0
2019-08-04,78.3,95.2,3.273,9.1,4,3.0
2019-08-05,83.6,84.5,0.03,13.5,8,0.0
2019-08-06,84.8,77.2,0.0,9.0,8,0.0
2019-08-07,84.7,77.1,0.074,13.4,7,0.0
2019-08-08,85.1,84.4,0.497,11.1,7,0.0
2019-08-09,81.0,91.9,3.016,18.1,2,1.0
2019-08-10,80.4,93.0,5.549,24.4,2,0.0
2019-08-11,88.1,72.1,0.634,13.4,9,0.0
2019-08-12,86.7,74.5,0.04,11.2,8,2.0
2019-08-13,85.8,75.2,0.207,15.7,9,1.0
2019-08-14,87.0,74.7,0.074,11.1,8,1.0
2019-08-15,85.6,71.7,0.012,13.4,8,2.0
2019-08-16,85.6,72.0,0.032,8.9,8,0.0
2019-08-17,87.6,67.1,0.0,8.9,9,0.0
2019-08-18,83.6,75.3,0.0,11.2,9,1.0
2019-08-19,82.2,80.0,0.004,11.2,8,5.0
2019-08-20,84.0,72.3,0.02,8.9,8,0.0
2019-08-21,83.4,69.6,0.012,11.1,8,3.0
2019-08-22,83.0,81.8,0.166,13.4,7,1.0
2019-08-23,84.4,84.4,0.012,11.2,8,1.0
2019-08-24,85.2,81.7,0.04,15.7,7,0.0
2019-08-25,83.5,86.7,0.423,15.7,7,1.0
2019-08-26,87.6,77.8,0.811,13.4,8,3.0
2019-08-27,89.4,73.2,0.012,13.4,9,1.0
2019-08-28,85.6,82.0,0.044,11.2,8,1.0
2019-08-29,75.4,86.5,0.033,11.2,3,0.0
2019-08-30,75.4,81.7,0.126,6.8,7,0.0
2019-08-31,75.7,88.1,0.216,8.9,6,0.0
2019-09-01,73.1,94.6,0.046,9.0,2,1.0
2019-09-02,74.7,96.4,2.294,8.9,4,1.0
2019-09-03,78.1,86.8,0.385,6.7,5,0.0
2019-09-04,77.6,94.5,0.43,8.9,6,1.0
2019-09-05,80.3,88.4,0.066,13.4,6,0.0
2019-09-06,80.2,85.2,0.725,16.0,5,2.0
2019-09-07,82.2,74.3,0.002,8.9,7,2.0
2019-09-08,79.3,77.2,0.0,9.1,8,1.0
2019-09-09,80.3,76.1,0.0,7.0,9,1.0
2019-09-10,83.5,77.8,0.012,11.2,8,2.0
2019-09-11,83.7,78.1,0.004,11.2,8,1.0
2019-09-12,82.7,78.3,0.0,11.2,8,1.0
2019-09-13,81.1,76.9,0.004,8.9,7,3.0
2019-09-14,81.4,73.7,0.012,11.1,7,2.0
2019-09-15,79.9,78.7,0.008,11.2,6,0.0
2019-09-16,77.9,67.0,0.0,13.4,7,1.0
2019-09-17,78.5,70.5,0.028,11.3,6,2.0
2019-09-18,79.3,63.1,0.0,15.7,7,1.0
2019-09-19,75.1,62.0,0.0,13.4,7,0.0
2019-09-20,74.5,64.8,0.0,13.4,7,0.0
2019-09-21,69.7,88.4,2.356,17.9,1,1.0
2019-09-22,69.4,82.9,0.779,20.1,4,0.0
2019-09-23,73.3,66.7,0.005,13.4,8,0.0
2019-09-24,71.7,69.6,0.0,9.0,8,0.0
2019-09-25,71.6,70.0,0.0,6.7,9,0.0
2019-09-26,72.1,68.7,0.0,8.9,8,2.0
2019-09-27,72.2,73.8,0.0,8.9,8,1.0
2019-09-28,74.4,71.4,0.008,9.0,8,0.0
2019-09-29,74.4,74.8,0.0,11.1,8,0.0
2019-09-30,74.0,80.8,0.084,6.7,7,0.0
2019-10-01,72.8,94.4,8.465,29.1,1,0.0
2019-10-02,76.3,80.2,1.674,26.8,5,0.0
2019-10-03,77.4,79.8,0.008,8.9,7,1.0
2019-10-04,79.5,79.8,0.02,6.7,7,1.0
2019-10-05,76.0,80.0,0.087,13.4,4,0.0
2019-10-06,71.9,75.6,0.004,9.3,5,0.0
2019-10-07,71.6,80.7,0.004,13.3,7,0.0
2019-10-08,67.8,75.1,0.04,11.1,3,2.0
2019-10-09,69.6,75.9,0.007,6.7,5,5.0
2019-10-10,73.0,73.8,0.0,8.9,8,3.0
2019-10-11,75.9,75.0,0.0,9.1,7,1.0
2019-10-12,71.9,82.1,0.001,9.1,3,0.0
2019-10-13,70.0,84.3,0.007,7.2,4,0.0
2019-10-14,69.7,81.3,0.011,13.4,7,1.0
2019-10-15,65.5,61.6,0.016,13.5,4,3.0
2019-10-16,64.2,66.7,0.008,11.2,4,3.0
2019-10-17,67.4,72.6,0.076,11.3,3,2.0
2019-10-18,66.3,67.2,0.0,13.3,6,1.0
2019-10-19,64.7,72.0,0.0,11.2,7,0.0
2019-10-20,64.1,74.5,0.0,8.9,6,0.0
2019-10-21,63.4,75.7,0.0,8.9,7,1.0
2019-10-22,64.6,76.5,0.0,8.9,6,0.0
2019-10-23,69.0,70.1,0.048,11.2,5,1.0
2019-10-24,67.4,71.2,0.0,11.1,7,0.0
2019-10-25,66.6,68.7,0.0,11.2,7,2.0
2019-10-26,64.1,84.0,0.021,10.1,3,0.0
2019-10-27,58.6,88.9,0.228,6.8,1,0.0
2019-10-28,59.6,93.9,0.197,4.5,1,0.0
2019-10-29,61.2,75.3,0.0,11.2,7,0.0
2019-10-30,61.2,68.8,0.0,4.5,7,0.0
2019-10-31,62.3,67.0,0.0,4.6,7,0.0
2019-11-01,62.5,75.0,0.0,6.9,6,0.0
2019-11-02,63.7,76.8,0.0,6.7,6,1.0
2019-11-03,61.9,87.5,0.021,6.7,3,1.0
2019-11-04,63.7,76.8,0.016,13.4,5,1.0
2019-11-05,61.0,67.9,0.0,8.9,6,1.0
2019-11-06,61.0,78.3,0.012,6.7,5,0.0
2019-11-07,62.8,77.3,0.021,8.9,1,1.0
2019-11-08,60.4,65.8,0.093,11.2,6,0.0
2019-11-09,56.2,67.6,0.0,8.9,6,0.0
2019-11-10,58.2,64.7,0.0,8.9,7,0.0
2019-11-11,59.3,60.9,0.0,6.7,7,2.0
2019-11-12,59.5,71.4,0.006,8.9,5,1.0
2019-11-13,64.0,69.9,0.02,13.4,5,0.0
2019-11-14,58.5,50.6,0.001,11.2,6,1.0
2019-11-15,57.6,65.8,0.0,13.4,7,1.0
2019-11-16,63.2,69.0,0.0,13.4,6,1.0
2019-11-17,70.4,70.7,0.0,13.4,6,1.0
2019-11-18,55.7,72.5,0.054,20.1,5,1.0
2019-11-19,51.5,53.2,0.0,11.2,4,1.0
2019-11-20,55.6,62.6,0.0,8.9,2,0.0
2019-11-21,58.9,74.1,0.012,6.7,3,1.0
2019-11-22,61.3,84.5,0.015,6.9,2,0.0
2019-11-23,64.1,96.7,0.101,4.5,2,0.0
2019-11-24,66.6,86.9,0.081,13.4,4,0.0
2019-11-25,51.1,81.5,0.277,11.3,1,0.0
2019-11-26,50.2,76.2,0.0,8.9,4,0.0
2019-11-27,51.6,87.0,0.301,11.2,1,1.0
2019-11-28,50.1,70.8,0.091,13.4,4,0.0
2019-11-29,50.0,72.0,0.0,11.2,3,0.0
2019-11-30,52.7,85.0,0.144,4.5,1,0.0
2019-12-01,50.4,86.3,1.099,20.1,3,1.0
2019-12-02,46.2,60.2,0.007,17.9,6,1.0
2019-12-03,43.1,69.0,0.0,8.9,6,1.0
2019-12-04,44.2,64.1,0.0,11.3,5,0.0
2019-12-05,44.8,75.7,0.0,8.9,4,3.0
2019-12-06,47.0,72.4,0.045,11.3,2,1.0
2019-12-07,42.0,67.1,0.0,11.2,5,2.0
2019-12-08,42.3,70.7,0.0,6.7,6,1.0
2019-12-09,46.9,66.9,0.0,6.7,6,0.0
2019-12-10,51.1,69.9,0.0,4.5,6,0.0
2019-12-11,50.4,62.3,0.0,15.7,6,0.0
2019-12-12,48.0,73.3,0.0,6.9,6,1.0
